price_billion,area_m2,bedrooms_num,district,direction,furniture_std,legal_std,floors_num,frontage_m,road_width_m
34.9,80.9,24.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,9.0,6.0,3.5
9.5,36.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
13.6,51.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,5.0
14.55,61.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.3
27.9,86.8,24.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,5.0,3.3
26.8,66.0,10.0,Cầu Giấy,Đông,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.0,5.0
23.5,41.0,5.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.5,3.3
7.9,39.0,4.0,Thanh Xuân,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
5.3,43.8,4.0,Khác,Đông - Bắc,Cơ bản,Sổ đỏ/Sổ hồng,5.0,3.83,4.0
36.9,70.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
5.9,32.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,3.5
22.0,200.0,6.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,5.0,5.0
11.5,50.0,3.0,Long Biên,Nam,Cơ bản,Sổ đỏ/Sổ hồng,6.0,4.3,3.0
17.0,50.0,6.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,4.2,4.0
9.5,35.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
6.2,25.0,3.0,Đống Đa,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,3.0,3.3
34.8,78.0,8.0,Cầu Giấy,Nam,Đầy đủ,Sổ đỏ/Sổ hồng,9.0,4.6,6.0
26.8,60.0,5.0,Cầu Giấy,Nam,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.25,5.0
24.0,75.0,6.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,13.0
7.8,36.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.25,3.0
6.6,35.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.47,4.0
7.35,37.0,3.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
6.2,32.0,3.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.2,4.0
36.0,53.0,9.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,9.0,5.0,10.0
17.9,59.7,18.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,3.3
7.92,40.0,5.0,Hai Bà Trưng,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,3.0,4.5,3.0
8.96,49.0,5.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
6.5,25.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,2.0
14.8,50.0,4.0,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.2,3.0
12.9,41.0,4.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,3.5,3.6
28.9,85.0,4.0,Long Biên,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,6.0
29.5,60.0,7.0,Cầu Giấy,Nam,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.4,12.0
8.8,38.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.6,3.0
22.5,55.0,6.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.1,6.0
9.58,50.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.35,3.3
8.9,35.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
25.9,91.3,24.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,8.0,6.0
6.5,30.0,3.0,Cầu Giấy,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,3.0,4.2,2.0
21.4,44.0,3.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.0,6.0
5.2,15.79,5.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
10.9,75.0,4.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,5.0,5.0
7.9,50.0,2.0,Khác,Đông,Cơ bản,Sổ đỏ/Sổ hồng,3.0,5.0,6.0
12.1,52.0,10.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.8,6.0
11.5,58.0,9.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
19.9,66.5,18.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,6.0
36.0,66.0,6.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,6.0,8.0
7.3,40.0,4.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
18.9,77.4,23.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.2,4.0
7.9,47.0,3.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,3.0
7.8,35.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
20.7,77.4,18.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.2,4.0
4.25,42.0,3.0,Hoài Đức,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,2.0,8.0,2.2
5.79,28.0,2.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,3.6,2.2
7.9,35.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
9.5,50.0,4.0,Hà Đông,Không rõ,Không rõ,Không rõ,5.0,4.5,4.0
13.9,62.0,5.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,4.0
100.0,170.0,5.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
9.65,49.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
18.0,45.0,5.0,Cầu Giấy,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,6.0
34.5,90.0,6.0,Cầu Giấy,Tây,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,6.0
22.7,38.0,4.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.4,8.0
5.78,38.0,5.0,Hà Đông,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,3.3,4.0
7.75,40.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,3.0
8.3,61.0,3.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,5.0,5.0
13.6,37.0,5.0,Cầu Giấy,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
28.9,60.0,6.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.3
6.8,32.0,4.0,Long Biên,Không rõ,Không rõ,Không rõ,5.0,5.0,5.0
6.8,40.0,4.0,Long Biên,Không rõ,Không rõ,Không rõ,5.0,5.0,5.0
30.0,125.0,4.0,Bắc Từ Liêm,Đông,Cơ bản,Sổ đỏ/Sổ hồng,3.0,7.5,20.0
21.9,63.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
7.9,37.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
26.0,169.0,6.0,Tây Hồ,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,4.0,11.0,3.0
37.8,88.2,21.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,9.5,5.0
11.9,42.0,6.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
8.4,30.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
36.9,66.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,6.0
26.8,80.0,6.0,Cầu Giấy,Không rõ,Không nội thất,Sổ đỏ/Sổ hồng,5.0,4.4,6.0
24.5,52.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,4.1,6.0
16.4,69.0,5.0,Hoài Đức,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.7,10.0
14.8,72.0,17.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,4.0
11.6,50.0,3.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,6.3,5.0
19.8,69.0,14.0,Nam Từ Liêm,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,9.0,2.5
24.8,67.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
25.5,50.8,6.0,Cầu Giấy,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,5.0
17.5,75.0,2.0,Nam Từ Liêm,Bắc,Không rõ,Sổ đỏ/Sổ hồng,1.0,5.6,10.5
25.5,78.0,11.0,Nam Từ Liêm,Nam,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.6,5.5
13.9,50.0,4.0,Nam Từ Liêm,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.2,2.5
4.3,36.0,4.0,Khác,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.0,4.0
6.0,34.0,5.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,4.0,4.5,3.0
25.5,77.0,11.0,Nam Từ Liêm,Nam,Cơ bản,Sổ đỏ/Sổ hồng,6.0,4.6,3.5
21.5,60.0,6.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,4.0,8.0
47.0,100.0,6.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,5.0,8.0
18.5,85.0,4.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,6.0,5.0
7.7,37.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
8.95,45.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
13.4,74.0,1.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,1.0,4.2,5.0
2.4,42.0,2.0,Thanh Xuân,Đông - Bắc,Đầy đủ,Không rõ,2.0,4.0,4.0
11.0,65.0,9.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.5
15.6,40.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
15.9,61.2,12.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.3
13.8,50.0,5.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
15.7,48.0,4.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
21.0,60.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,6.0,7.0
7.49,25.0,3.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.0
17.5,105.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,2.0,5.0,6.0
16.8,42.1,5.0,Tây Hồ,Đông - Bắc,Không rõ,Sổ đỏ/Sổ hồng,5.0,3.0,8.0
10.95,41.0,3.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
6.5,32.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
17.0,75.0,6.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,5.0
26.8,80.0,6.0,Cầu Giấy,Không rõ,Không nội thất,Sổ đỏ/Sổ hồng,5.0,4.4,6.0
12.68,70.0,4.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,5.0,3.0
14.35,50.0,4.0,Long Biên,Không rõ,Không rõ,Không rõ,5.0,5.0,5.0
9.9,40.0,4.0,Khác,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,6.0,7.0
13.7,60.0,5.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,5.0
6.5,30.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
11.5,50.0,4.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.5,3.3
7.8,38.0,3.0,Đống Đa,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.0,2.0
10.0,34.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.3
25.0,60.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
13.2,40.0,7.0,Đống Đa,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.2,2.0
35.0,218.0,3.0,Đống Đa,Tây - Bắc,Cơ bản,Sổ đỏ/Sổ hồng,3.0,13.0,15.0
31.0,120.0,5.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,4.2,4.0
11.4,55.0,13.0,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.2,5.0
8.16,71.0,1.0,Hà Đông,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,1.0,5.0,3.0
7.0,36.0,5.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
9.6,35.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.3
9.0,50.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
15.0,37.0,3.0,Hoàng Mai,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,8.0
9.0,31.0,3.0,Thanh Xuân,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.0,8.0
3.15,40.0,3.0,Khác,Nam,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,5.0,4.0
7.9,46.0,5.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
2.96,25.0,3.0,Hai Bà Trưng,Không rõ,Đầy đủ,HĐMB,4.0,5.0,2.0
20.0,80.0,2.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,5.0,4.0
32.9,93.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.5,4.5,3.5
7.8,40.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
8.8,46.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.0,4.0
16.9,80.0,18.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,4.5,3.3
6.79,36.0,5.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
6.7,42.0,2.0,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,6.0,5.0
8.9,30.0,4.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
9.5,36.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,3.8,3.0
22.6,50.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
9.98,26.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
14.8,38.0,3.0,Hai Bà Trưng,Bắc,Không rõ,Sổ đỏ/Sổ hồng,5.0,3.8,3.0
4.5,15.3,3.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.5,3.3
4.97,49.7,3.0,Khác,Đông - Bắc,Không rõ,Sổ đỏ/Sổ hồng,2.0,3.35,5.0
19.9,83.2,25.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.2,4.0
14.8,38.0,3.0,Hai Bà Trưng,Bắc,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.5,3.0
14.8,40.0,3.0,Hai Bà Trưng,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,3.5,3.0
7.3,51.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,3.8,3.0
14.8,50.0,5.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.0,13.0
7.7,30.0,4.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,3.81,3.0
16.9,60.0,7.0,Hai Bà Trưng,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,5.5,4.0
4.4,45.0,4.0,Khác,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,5.0,4.0
7.7,40.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,9.0
6.35,40.0,3.0,Hà Đông,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
7.0,32.0,4.0,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
7.0,35.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
30.8,53.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,6.0
8.38,42.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
19.8,65.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,3.0,3.6,5.0
4.55,33.0,3.0,Hà Đông,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,4.0
27.2,85.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
21.5,45.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.0,5.0
33.5,63.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
20.0,78.0,5.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.2,4.0
11.69,50.0,5.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
10.8,37.4,6.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,6.15,4.0
17.5,56.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,8.0
6.9,30.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
13.5,45.0,7.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,5.0,3.4,4.0
37.0,77.0,4.0,Ba Đình,Không rõ,Không rõ,Không rõ,5.0,5.0,4.0
3.68,37.0,2.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,2.0,4.5,3.0
5.1,32.0,3.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,2.0
6.8,49.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,3.0
16.48,45.0,4.0,Ba Đình,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,5.0,10.0
12.0,35.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,3.3
12.2,42.0,4.0,Đống Đa,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,2.5,3.3
20.0,45.0,3.0,Ba Đình,Nam,Không rõ,Sổ đỏ/Sổ hồng,6.0,5.0,20.0
9.5,48.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
12.0,35.0,5.0,Đống Đa,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng,7.0,4.0,50.0
14.5,60.0,3.0,Đống Đa,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,20.0
10.5,37.4,4.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,5.0
19.79,44.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,4.5,3.0
6.9,32.0,3.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
9.5,52.0,3.0,Đống Đa,Tây,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,3.0
9.0,40.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,3.0
14.0,39.6,3.0,Đống Đa,Đông,Không rõ,Sổ đỏ/Sổ hồng,5.0,3.9,20.0
15.9,68.5,18.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,4.5,3.3
15.15,45.0,5.0,Thanh Xuân,Không rõ,Không nội thất,Sổ đỏ/Sổ hồng,1.0,4.0,4.0
15.2,45.1,3.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,4.8,6.0
9.5,35.0,5.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
14.85,59.0,4.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.5,5.0
11.3,50.0,4.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,2.0
42.0,68.0,4.0,Đống Đa,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,9.0,5.0,8.0
6.8,38.0,3.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
23.9,95.6,24.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,3.0
22.5,75.0,8.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,5.2,6.5
8.98,33.0,3.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
7.95,39.0,4.0,Long Biên,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.0,3.5
13.8,102.0,4.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,6.3,3.5
7.4,120.0,4.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,3.5
11.9,41.0,5.0,Tây Hồ,Không rõ,Không rõ,Không rõ,5.0,6.0,5.0
11.0,38.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,3.2
8.0,35.0,4.0,Hà Đông,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
23.5,55.0,5.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,5.0,6.0
15.5,42.0,5.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,8.0
38.5,70.0,5.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,4.3,5.0
7.2,37.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.5,4.5,3.5
9.5,46.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
6.76,28.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,3.2,2.5
7.9,30.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
12.8,47.0,5.0,Hà Đông,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,4.0
26.6,54.0,7.0,Bắc Từ Liêm,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,7.0,6.0,3.5
9.68,56.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
11.0,49.0,3.0,Long Biên,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng,6.0,4.5,5.0
8.35,30.0,4.0,Bắc Từ Liêm,Không rõ,Không rõ,Không rõ,5.0,6.0,5.0
17.5,60.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,4.0
9.4,40.0,3.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.25,2.5
29.0,55.0,4.0,Khác,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
60.5,105.0,5.0,Long Biên,Không rõ,Không rõ,Không rõ,7.0,7.2,15.0
57.0,136.0,20.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,9.0,6.0,5.0
11.6,44.0,11.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,4.0
13.6,43.0,5.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
30.0,65.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,8.0
11.0,26.0,3.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
6.4,25.0,3.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
12.2,38.0,3.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,5.0,4.0
