price_billion,area_m2,bedrooms_num,district,direction,furniture_std,legal_std,floors_num,frontage_m,road_width_m
16.8,50.0,4.0,Long Biên,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,2.5
19.95,71.0,4.0,Long Biên,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.3,4.8
9.0,35.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,5.0
8.0,30.0,2.0,Thanh Xuân,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,3.0,4.0,2.0
5.35,40.0,4.0,Khác,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.8,2.5
8.1,30.0,3.0,Hà Đông,Bắc,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.0,3.0
11.98,50.0,3.0,Đống Đa,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,3.3
18.0,58.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
10.8,33.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,3.3
21.0,91.0,4.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,6.8,6.0
6.8,32.0,4.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,5.0
10.95,40.0,5.0,Hai Bà Trưng,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,4.0,4.0
11.8,52.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.5,4.5,3.5
25.3,60.0,5.0,Long Biên,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.2,5.0
8.9,36.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.0,6.0
14.5,55.0,10.0,Thanh Xuân,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
5.65,40.0,4.0,Khác,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.0,2.5
36.5,65.0,5.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,8.0,5.2,6.0
22.0,90.0,4.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,5.0,5.0,3.0
14.9,110.1,5.0,Hà Đông,Đông,Không nội thất,Sổ đỏ/Sổ hồng,3.0,6.7,3.0
7.5,30.0,3.0,Hoàng Mai,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,5.0,3.0,2.0
33.0,105.0,7.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,8.0,4.8,6.0
7.85,38.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
9.99,48.0,4.0,Thanh Xuân,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,4.2,4.0
17.5,54.0,6.0,Ba Đình,Tây - Bắc,Cơ bản,Sổ đỏ/Sổ hồng,4.0,3.75,3.0
20.0,65.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,5.0,3.0
33.0,86.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,5.7,3.5
28.9,79.0,6.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,8.5,6.0
15.5,43.0,4.0,Đống Đa,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,3.5,5.0
22.8,47.0,4.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.6,5.0
11.0,37.0,4.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,3.5
14.95,50.0,8.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,9.0,4.5,5.5
5.6,33.0,3.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.6,5.0
7.0,30.0,4.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.3,5.0
17.5,58.0,3.0,Hai Bà Trưng,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,3.0,4.0,3.0
7.78,31.0,3.0,Hoàng Mai,Tây,Cơ bản,Sổ đỏ/Sổ hồng,6.0,3.3,3.0
36.5,184.0,6.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
9.0,42.0,5.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.5,3.5
16.8,53.0,8.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,3.4,2.5
15.4,40.0,4.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.0,4.0
15.5,81.0,4.0,Tây Hồ,Đông,Cơ bản,Sổ đỏ/Sổ hồng,3.0,7.6,3.0
27.0,55.0,5.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
7.0,55.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.5,3.5
8.3,55.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,6.0
33.0,55.0,4.0,Ba Đình,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,9.0,6.9,20.0
16.9,68.0,4.0,Ba Đình,Không rõ,Không rõ,Không rõ,5.0,5.0,4.0
13.9,45.0,5.0,Thanh Xuân,Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,3.8,4.0
9.5,46.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.3,4.0
21.5,91.0,4.0,Long Biên,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,7.0,9.0
20.7,50.0,7.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,5.0
42.0,100.0,5.0,Tây Hồ,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,5.0,6.5,5.0
10.0,42.0,4.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,6.0
17.6,67.0,20.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,4.0
9.28,34.0,3.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
7.2,32.0,3.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.3,2.0
35.0,100.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,8.0,3.0
8.35,35.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.3,4.0
11.8,40.0,4.0,Cầu Giấy,Bắc,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.8,3.5
7.8,46.0,7.0,Bắc Từ Liêm,Không rõ,Không rõ,Không rõ,5.0,6.0,5.0
11.8,45.0,4.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,5.0
13.8,68.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,5.0
8.3,42.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,6.0
18.8,100.0,4.0,Long Biên,Tây - Nam,Không rõ,Không rõ,5.0,5.35,5.0
7.2,30.0,3.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,3.5,3.0
7.5,40.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,3.0
7.5,40.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,3.0
3.6,33.0,3.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,3.5,3.0
12.5,78.8,4.0,Hoàng Mai,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,5.0,3.45,4.0
14.6,50.0,7.0,Tây Hồ,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,3.6,2.0
9.35,43.0,7.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.5
20.5,54.0,5.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,3.0
12.0,53.0,4.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.2,3.8
13.6,40.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
29.0,107.0,5.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,5.0,4.2,4.0
12.9,50.0,4.0,Ba Đình,Không rõ,Không rõ,Không rõ,5.0,5.0,4.0
35.0,60.0,8.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,8.5,3.0
9.6,34.0,4.0,Hà Đông,Không rõ,Không rõ,Không rõ,5.0,4.5,4.0
48.5,200.0,7.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,15.0,35.0
34.95,150.0,3.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,8.0,8.0
31.5,80.0,4.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,10.0
24.5,60.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,6.5,4.0
97.0,162.0,5.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,9.0,7.5,5.0
19.0,55.0,4.0,Khác,Đông - Nam,Không rõ,Sổ đỏ/Sổ hồng,4.0,5.0,3.0
11.5,66.0,4.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,4.5,3.3
20.0,50.0,4.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.0,6.0
13.7,160.0,2.0,Long Biên,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,1.0,6.2,2.0
11.5,40.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
14.5,86.0,16.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,4.5,3.3
35.0,97.0,21.0,Tây Hồ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.7,5.0
11.9,35.0,4.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,6.0,3.3
11.9,35.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
24.96,43.6,4.0,Khác,Không rõ,Không rõ,Không rõ,2.0,5.0,4.0
10.9,42.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,5.3,3.0
7.7,40.0,3.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
17.0,50.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
4.4,45.0,4.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,4.0
24.0,86.0,5.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,5.0,4.2,4.0
36.5,70.0,6.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,7.0,5.0,8.0
3.8,40.0,3.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,5.0,4.0
2.85,15.0,2.0,Đống Đa,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,3.0,3.3
34.5,90.0,5.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.25,4.0
13.0,45.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
11.5,42.2,4.0,Hoàng Mai,Tây,Cơ bản,Sổ đỏ/Sổ hồng,6.0,4.25,4.0
10.3,75.25,4.0,Hoài Đức,Không rõ,Không nội thất,Sổ đỏ/Sổ hồng,4.0,7.0,3.0
10.0,40.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
21.0,79.1,4.0,Long Biên,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,5.1,4.5
12.9,53.0,2.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,3.0,5.0
6.95,32.0,4.0,Long Biên,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,5.0
10.35,33.0,3.0,Ba Đình,Không rõ,Không nội thất,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
50.0,100.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,5.0,6.0
50.0,100.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,5.0,6.0
5.6,32.5,3.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.3,2.5
50.0,100.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,6.0,6.0
6.6,40.0,4.0,Nam Từ Liêm,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,3.2,2.5
9.7,40.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,4.25,3.0
6.98,35.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
15.5,52.7,16.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.0,6.0
46.0,320.0,4.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,12.3,10.0
6.0,38.0,3.0,Nam Từ Liêm,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
9.92,32.0,3.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.8,4.0
20.29,101.5,15.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.8,6.0
12.0,48.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.2,2.0
25.0,96.0,5.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,5.0
18.9,70.0,21.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,5.0,4.0
30.6,95.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
10.9,43.0,11.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,4.8,6.0
5.5,44.0,4.0,Khác,Đông - Bắc,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.0,3.2
24.5,105.0,5.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.5,4.5,3.5
17.0,76.0,21.0,Nam Từ Liêm,Không rõ,Đầy đủ,Khác,7.0,6.0,5.0
13.3,52.0,4.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.3,12.0
17.0,120.0,25.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,6.0,4.0
8.6,35.0,3.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,3.5,2.0
50.0,122.0,4.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,8.0,6.0,4.0
23.5,70.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
3.8,30.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.0,2.2
22.5,52.0,5.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,5.0,4.2,4.0
11.9,56.0,6.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
42.5,105.0,5.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,7.9,5.0
4.95,37.0,4.0,Khác,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,5.0,4.0
10.8,46.0,4.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
11.8,38.0,3.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,5.0
20.3,45.0,5.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,5.0,4.2,4.0
9.0,48.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,5.0
12.0,40.0,4.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,7.0,5.0,5.0
6.3,30.0,4.0,Long Biên,Không rõ,Không rõ,Không rõ,5.0,5.0,5.0
14.0,52.0,6.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,5.0
11.8,35.0,3.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,5.0
15.5,60.0,4.0,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,6.0,6.0
12.5,52.0,11.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,7.0,3.5
13.5,50.0,4.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,5.0,5.0
77.0,122.0,4.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,11.0,4.0
10.0,47.0,3.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
14.1,45.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
28.8,59.0,6.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,4.25,4.0
18.0,67.0,16.0,Nam Từ Liêm,Không rõ,Đầy đủ,Không rõ,7.0,5.0,3.5
6.05,33.0,5.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
32.0,70.0,4.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.8,4.0
23.2,100.0,21.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,4.8,6.0
8.5,30.3,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,2.2
18.0,58.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,2.5
34.0,70.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,5.0,10.0
39.0,85.0,4.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,5.1,4.0
27.0,46.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
3.5,52.0,4.0,Hoài Đức,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,4.6,3.25
27.0,60.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,10.0
9.4,32.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,4.0
11.5,33.0,4.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.0,5.0
8.8,40.0,4.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
10.0,52.0,6.0,Hoài Đức,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.1,6.0
5.6,22.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
7.75,35.0,3.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,3.0
21.9,99.0,21.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,6.0,4.0
15.1,59.0,11.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.2,4.0
9.2,115.0,4.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,6.5,5.0
11.0,38.0,5.0,Thanh Xuân,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
41.5,128.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,5.5,4.5,3.5
13.6,46.0,4.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,4.0
36.0,60.0,4.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,5.2,8.0
24.0,99.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,5.5,4.5,3.5
12.0,45.0,4.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,6.0,5.0
12.9,38.0,5.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
22.7,74.6,21.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.25,4.0
9.68,32.0,4.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.25,4.0
3.0,35.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,2.5
4.8,50.0,3.0,Hoài Đức,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,10.0
40.5,90.0,4.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,6.3,4.0
5.55,20.5,3.0,Thanh Xuân,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,3.0,2.5
7.8,35.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.0
12.47,58.0,10.0,Nam Từ Liêm,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,3.8,2.8
11.0,42.4,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
31.8,59.0,5.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.5,3.3
11.5,48.0,5.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,3.9,3.0
20.0,64.0,18.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,4.5,3.3
14.5,52.8,15.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,4.0
6.25,25.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,4.0,4.5,3.3
14.9,61.2,15.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.5,3.3
15.0,55.0,4.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,5.0,3.5
19.8,62.5,13.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.3
6.3,33.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,3.5
4.39,52.0,4.0,Hoài Đức,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,3.0
14.75,50.0,4.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.1,20.0
0.819,100.0,1.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.1,6.0
18.0,91.0,8.0,Thanh Xuân,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,7.2,5.0
19.0,85.0,4.0,Hà Đông,Không rõ,Không rõ,Không rõ,5.0,4.5,4.0
2.9,40.0,5.0,Khác,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,4.0
5.0,35.0,3.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,3.0,4.0
12.5,34.0,3.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.6,20.0
11.5,45.0,5.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,5.0
26.6,65.0,6.0,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,15.0,10.0
7.5,40.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
15.6,56.0,6.0,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.82,6.0
3.55,35.0,3.0,Khác,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,6.0,3.0
7.38,35.5,5.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
6.7,42.0,4.0,Hoài Đức,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.0,3.0
7.45,36.0,4.0,Hoài Đức,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,4.0,2.5
4.75,32.0,3.0,Hà Đông,Tây - Bắc,Cơ bản,Sổ đỏ/Sổ hồng,5.0,5.0,3.0
5.5,45.0,4.0,Hoài Đức,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,2.0
14.8,40.0,3.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.0
19.5,70.0,5.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
5.85,33.0,3.0,Hoài Đức,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,3.8,2.0
25.0,72.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.8,6.0
8.5,36.0,4.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
17.0,72.0,17.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.0,3.0
11.0,68.0,3.0,Long Biên,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,5.3,10.0
12.0,59.0,6.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,6.0
14.0,60.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,10.0,5.0
6.6,37.0,6.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
12.9,50.0,4.0,Ba Đình,Không rõ,Không rõ,Không rõ,5.0,5.0,4.0
